system_id,file_name,include_on_leaderboard,issue
603,val_interval_603.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
164,val_interval_164.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
170,val_interval_170.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0}"
616,val_interval_616.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
366,val_interval_366.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
212,val_interval_212.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
507,val_interval_507.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
467,val_interval_467.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
498,val_interval_498.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
665,val_interval_665.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
116,val_interval_116.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
499,val_interval_499.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
300,val_interval_300.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
466,val_interval_466.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
738,val_interval_738.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
706,val_interval_706.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
510,val_interval_510.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0}"
699,val_interval_699.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
667,val_interval_667.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
37,val_interval_37.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
465,val_interval_465.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
505,val_interval_505.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
713,val_interval_713.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
515,val_interval_515.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
501,val_interval_501.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0}"
33,val_interval_33.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
449,val_interval_449.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
475,val_interval_475.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
313,val_interval_313.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
105,val_interval_105.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
688,val_interval_688.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
110,val_interval_110.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0}"
662,val_interval_662.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
299,val_interval_299.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
500,val_interval_500.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
716,val_interval_716.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
714,val_interval_714.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
338,val_interval_338.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
517,val_interval_517.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
724,val_interval_724.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
718,val_interval_718.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
254,val_interval_254.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
14,val_interval_14.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
678,val_interval_678.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
686,val_interval_686.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
692,val_interval_692.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
651,val_interval_651.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0}"
309,val_interval_309.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
282,val_interval_282.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
269,val_interval_269.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
733,val_interval_733.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
727,val_interval_727.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
243,val_interval_243.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
294,val_interval_294.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
280,val_interval_280.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
445,val_interval_445.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
451,val_interval_451.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0}"
135,val_interval_135.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
652,val_interval_652.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
256,val_interval_256.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
722,val_interval_722.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
520,val_interval_520.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
332,val_interval_332.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
124,val_interval_124.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
656,val_interval_656.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
694,val_interval_694.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
131,val_interval_131.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0}"
657,val_interval_657.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
643,val_interval_643.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
482,val_interval_482.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
535,val_interval_535.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
737,val_interval_737.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
319,val_interval_319.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
457,val_interval_457.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
669,val_interval_669.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
683,val_interval_683.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
126,val_interval_126.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
495,val_interval_495.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
330,val_interval_330.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0}"
318,val_interval_318.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
734,val_interval_734.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
720,val_interval_720.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
753,val_interval_753.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
551,val_interval_551.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0}"
579,val_interval_579.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
343,val_interval_343.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
77,val_interval_77.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
419,val_interval_419.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
141,val_interval_141.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0}"
627,val_interval_627.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
632,val_interval_632.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
89,val_interval_89.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
62,val_interval_62.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
593,val_interval_593.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
550,val_interval_550.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0}"
544,val_interval_544.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
746,val_interval_746.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
750,val_interval_750.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0}"
744,val_interval_744.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
48,val_interval_48.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
624,val_interval_624.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
142,val_interval_142.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
631,val_interval_631.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0}"
61,val_interval_61.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0}"
235,val_interval_235.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
745,val_interval_745.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
594,val_interval_594.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
351,val_interval_351.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0}"
59,val_interval_59.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
635,val_interval_635.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 1.0}"
620,val_interval_620.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
608,val_interval_608.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
387,val_interval_387.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
436,val_interval_436.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
378,val_interval_378.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 1.0}"
556,val_interval_556.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
8,val_interval_8.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
597,val_interval_597.csv,True,"{""is_dry"": false, ""ilr"": 1.3, ""string_outages"": false, ""misalignment"": 0.0}"
420,val_interval_420.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0}"
622,val_interval_622.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 0.0}"
144,val_interval_144.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
192,val_interval_192.csv,True,"{""is_dry"": true, ""ilr"": 1.3, ""string_outages"": true, ""misalignment"": 0.0}"
623,val_interval_623.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
384,val_interval_384.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": true, ""misalignment"": 1.0}"
347,val_interval_347.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
67,val_interval_67.csv,True,"{""is_dry"": true, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0.0}"
541,val_interval_541.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 0}"
569,val_interval_569.csv,True,"{""is_dry"": false, ""ilr"": 1.0, ""string_outages"": false, ""misalignment"": 1.0}"
